Name	Year of birth	Year of death	Nationality	Notable 20th-century works	Remarks	URL	Pageviews	IMSLP_URL	IMSLP_Exists
Sophie Carmen Eckhardt-Gramatté	1899	1974.0	Russian-born Canadian			https://en.wikipedia.org/wiki/Sophie_Carmen_Eckhardt-Gramatt%C3%A9	4507.0	https://imslp.org/wiki/Category:Eckhardt-Gramatté,_Sophie_Carmen	False
Stephen Dodgson	1924	2013.0	British			https://en.wikipedia.org/wiki/Stephen_Dodgson	4504.0	https://imslp.org/wiki/Category:Dodgson,_Stephen	False
José Antônio Rezende de Almeida Prado	1943	2010.0	Brazilian			https://en.wikipedia.org/wiki/Jos%C3%A9_Ant%C3%B4nio_Rezende_de_Almeida_Prado	4493.0	https://imslp.org/wiki/Category:Prado,_José_Antônio_Rezende_de_Almeida	False
Charles Dodge	1942		American	Earth's Magnetic Field	electronic music, computer music	https://en.wikipedia.org/wiki/Charles_Dodge_(composer)	4492.0	https://imslp.org/wiki/Category:Dodge,_Charles	False
Alexander Moyzes	1906	1984.0	Slovak		neoromantic	https://en.wikipedia.org/wiki/Alexander_Moyzes	4489.0	https://imslp.org/wiki/Category:Moyzes,_Alexander	False
Serge Tcherepnin	1941		American			https://en.wikipedia.org/wiki/Serge_Tcherepnin	4483.0	https://imslp.org/wiki/Category:Tcherepnin,_Serge	False
Niels Viggo Bentzon	1919	2000.0	Danish			https://en.wikipedia.org/wiki/Niels_Viggo_Bentzon	4483.0	https://imslp.org/wiki/Category:Bentzon,_Niels_Viggo	False
Ralph Shapey	1921	2002.0	American			https://en.wikipedia.org/wiki/Ralph_Shapey	4478.0	https://imslp.org/wiki/Category:Shapey,_Ralph	False
Knud Jeppesen	1892	1974.0	Danish			https://en.wikipedia.org/wiki/Knud_Jeppesen	4478.0	https://imslp.org/wiki/Category:Jeppesen,_Knud	True
William McKie	1901	1984.0	Australian			https://en.wikipedia.org/wiki/William_McKie_(musician)	4476.0	https://imslp.org/wiki/Category:McKie,_William	False
Einar Englund	1916	1999.0	Finnish			https://en.wikipedia.org/wiki/Einar_Englund	4470.0	https://imslp.org/wiki/Category:Englund,_Einar	False
Wolfgang Fortner	1907	1987.0	German	Bluthochzeit(opera)		https://en.wikipedia.org/wiki/Wolfgang_Fortner	4469.0	https://imslp.org/wiki/Category:Fortner,_Wolfgang	True
Juhan Aavik	1884	1982.0	Estonian			https://en.wikipedia.org/wiki/Juhan_Aavik	4464.0	https://imslp.org/wiki/Category:Aavik,_Juhan	False
Patrick Hadley	1899	1973.0	British			https://en.wikipedia.org/wiki/Patrick_Hadley	4462.0	https://imslp.org/wiki/Category:Hadley,_Patrick	False
Andrew Ford	1957		English-born Australian			https://en.wikipedia.org/wiki/Andrew_Ford_(composer)	4461.0	https://imslp.org/wiki/Category:Ford,_Andrew	False
Alexander Shchetynsky	1960		Ukrainian			https://en.wikipedia.org/wiki/Alexander_Shchetynsky	4453.0	https://imslp.org/wiki/Category:Shchetynsky,_Alexander	False
Zhu Jian'er	1922	2017.0	Chinese			https://en.wikipedia.org/wiki/Zhu_Jian%27er	4451.0	https://imslp.org/wiki/Category:Jian'er,_Zhu	False
Ivor Darreg	1917	1994.0	American		microtone,xenharmonic	https://en.wikipedia.org/wiki/Ivor_Darreg	4449.0	https://imslp.org/wiki/Category:Darreg,_Ivor	False
Sidney Torch	1908	1990.0	British			https://en.wikipedia.org/wiki/Sidney_Torch	4443.0	https://imslp.org/wiki/Category:Torch,_Sidney	False
Charles-Wilfrid de Bériot	1833	1914.0	French			https://en.wikipedia.org/wiki/Charles-Wilfrid_de_B%C3%A9riot	4440.0	https://imslp.org/wiki/Category:Bériot,_Charles-Wilfrid_de	False
Tom Eastwood	1922	1999.0	English			https://en.wikipedia.org/wiki/Tom_Eastwood	4431.0	https://imslp.org/wiki/Category:Eastwood,_Tom	False
Alan Ridout	1934	1996.0	British			https://en.wikipedia.org/wiki/Alan_Ridout	4426.0	https://imslp.org/wiki/Category:Ridout,_Alan	False
Raimond Valgre	1913	1949.0	Estonian			https://en.wikipedia.org/wiki/Raimond_Valgre	4418.0	https://imslp.org/wiki/Category:Valgre,_Raimond	False
Mathilde Hannah von Rothschild	1832	1924.0	German			https://en.wikipedia.org/wiki/Mathilde_Hannah_von_Rothschild	4418.0	https://imslp.org/wiki/Category:Rothschild,_Mathilde_Hannah_von	False
William P. Perry	1930		American			https://en.wikipedia.org/wiki/William_P._Perry	4417.0	https://imslp.org/wiki/Category:Perry,_William_P.	False
Endre Szervánszky	1911	1977.0	Hungarian			https://en.wikipedia.org/wiki/Endre_Szerv%C3%A1nszky	4417.0	https://imslp.org/wiki/Category:Szervánszky,_Endre	False
Cyrillus Kreek	1889	1962.0	Estonian			https://en.wikipedia.org/wiki/Cyrillus_Kreek	4409.0	https://imslp.org/wiki/Category:Kreek,_Cyrillus	False
Olly Wilson	1937	2018.0	American			https://en.wikipedia.org/wiki/Olly_Wilson	4400.0	https://imslp.org/wiki/Category:Wilson,_Olly	False
William Duckworth	1943	2012.0	American			https://en.wikipedia.org/wiki/William_Duckworth_(composer)	4399.0	https://imslp.org/wiki/Category:Duckworth,_William	False
Gérard Pape	1955		American		electronic music	https://en.wikipedia.org/wiki/G%C3%A9rard_Pape	4397.0	https://imslp.org/wiki/Category:Pape,_Gérard	False
Emánuel Moór	1863	1931.0	Hungarian			https://en.wikipedia.org/wiki/Em%C3%A1nuel_Mo%C3%B3r	4392.0	https://imslp.org/wiki/Category:Moór,_Emánuel	False
Georgy Catoire	1861	1926.0	Russian			https://en.wikipedia.org/wiki/Georgy_Catoire	4377.0	https://imslp.org/wiki/Category:Catoire,_Georgy	True
Todd Tamanend Clark	1952		American	"""Brain and Spinal Column"", ""The Grim Rider"", ""Into the Vision"""	electronic, psychedelic	https://en.wikipedia.org/wiki/Todd_Tamanend_Clark	4374.0	https://imslp.org/wiki/Category:Clark,_Todd_Tamanend	False
Simon Bainbridge	1952	2021.0	British			https://en.wikipedia.org/wiki/Simon_Bainbridge	4372.0	https://imslp.org/wiki/Category:Bainbridge,_Simon	False
Ruth Anderson	1928	2019.0	American			https://en.wikipedia.org/wiki/Ruth_Anderson_(composer)	4370.0	https://imslp.org/wiki/Category:Anderson,_Ruth	False
Jan van Gilse	1881	1944.0	Dutch	Thijl		https://en.wikipedia.org/wiki/Jan_van_Gilse	4338.0	https://imslp.org/wiki/Category:Gilse,_Jan_van	True
Donnacha Dennehy	1970		Irish			https://en.wikipedia.org/wiki/Donnacha_Dennehy	4335.0	https://imslp.org/wiki/Category:Dennehy,_Donnacha	False
Theodor Kirchner	1823	1903.0	German			https://en.wikipedia.org/wiki/Theodor_Kirchner	4334.0	https://imslp.org/wiki/Category:Kirchner,_Theodor	True
Willem van Otterloo	1907	1978.0	Dutch			https://en.wikipedia.org/wiki/Willem_van_Otterloo	4333.0	https://imslp.org/wiki/Category:Otterloo,_Willem_van	True
Alfred Desenclos	1912	1971.0	French			https://en.wikipedia.org/wiki/Alfred_Desenclos	4330.0	https://imslp.org/wiki/Category:Desenclos,_Alfred	True
Émile Sauret	1852	1920.0	French		Romanticism	https://en.wikipedia.org/wiki/%C3%89mile_Sauret	4327.0	https://imslp.org/wiki/Category:Sauret,_Émile	True
Theophrastos Sakellaridis	1883	1950.0	Greek			https://en.wikipedia.org/wiki/Theophrastos_Sakellaridis	4324.0	https://imslp.org/wiki/Category:Sakellaridis,_Theophrastos	False
Luís de Freitas Branco	1890	1955.0	Portuguese			https://en.wikipedia.org/wiki/Lu%C3%ADs_de_Freitas_Branco	4324.0	https://imslp.org/wiki/Category:Branco,_Luís_de_Freitas	False
Gail Kubik	1914	1984.0	American			https://en.wikipedia.org/wiki/Gail_Kubik	4321.0	https://imslp.org/wiki/Category:Kubik,_Gail	False
Hugh Wood	1932	2021.0	English	Symphony; Cello Concerto; Piano Concerto; Violin Concerto No. 1;Scenes from Comus	symphonicserialism	https://en.wikipedia.org/wiki/Hugh_Wood	4318.0	https://imslp.org/wiki/Category:Wood,_Hugh	False
Ernest Farrar	1885	1918.0	English			https://en.wikipedia.org/wiki/Ernest_Farrar	4318.0	https://imslp.org/wiki/Category:Farrar,_Ernest	False
Jean Roger-Ducasse	1873	1954.0	French			https://en.wikipedia.org/wiki/Jean_Roger-Ducasse	4307.0	https://imslp.org/wiki/Category:Roger-Ducasse,_Jean	True
Cornelis Dopper	1870	1939.0	Dutch			https://en.wikipedia.org/wiki/Cornelis_Dopper	4302.0	https://imslp.org/wiki/Category:Dopper,_Cornelis	True
Clarence Barlow	1945	2023.0	Indian-British			https://en.wikipedia.org/wiki/Clarence_Barlow	4300.0	https://imslp.org/wiki/Category:Barlow,_Clarence	False
Bronius Kutavičius	1932	2021.0	Lithuanian			https://en.wikipedia.org/wiki/Bronius_Kutavi%C4%8Dius	4299.0	https://imslp.org/wiki/Category:Kutavičius,_Bronius	False
Alphons Diepenbrock	1862	1921.0	Dutch			https://en.wikipedia.org/wiki/Alphons_Diepenbrock	4297.0	https://imslp.org/wiki/Category:Diepenbrock,_Alphons	True
Johann Nepomuk David	1895	1977.0	Austrian		neoclassical	https://en.wikipedia.org/wiki/Johann_Nepomuk_David	4291.0	https://imslp.org/wiki/Category:David,_Johann_Nepomuk	True
Avet Terterian	1929	1994.0	Armenian			https://en.wikipedia.org/wiki/Avet_Terterian	4287.0	https://imslp.org/wiki/Category:Terterian,_Avet	False
Albert Lavignac	1846	1916.0	French			https://en.wikipedia.org/wiki/Albert_Lavignac	4273.0	https://imslp.org/wiki/Category:Lavignac,_Albert	True
Alfred Grünfeld	1852	1924.0	Austrian		Romanticism	https://en.wikipedia.org/wiki/Alfred_Gr%C3%BCnfeld	4271.0	https://imslp.org/wiki/Category:Grünfeld,_Alfred	True
Shamshi Kaldayakov	1937	1992.0	Kazakhstani			https://en.wikipedia.org/wiki/Shamshi_Kaldayakov	4263.0	https://imslp.org/wiki/Category:Kaldayakov,_Shamshi	False
Fernando Obradors	1897	1945.0	Spanish	Canciones clásicas españolas		https://en.wikipedia.org/wiki/Fernando_Obradors	4262.0	https://imslp.org/wiki/Category:Obradors,_Fernando	True
Louis Aubert	1877	1968.0	French			https://en.wikipedia.org/wiki/Louis_Aubert	4257.0	https://imslp.org/wiki/Category:Aubert,_Louis	True
